station_id,station_name,poi_name,retail_category,amenity,shop,tourism,office,leisure
gongguan,Gongguan,重順川菜餐廳,food,restaurant,,,,
gongguan,Gongguan,客家魷魚羹,food,restaurant,,,,
gongguan,Gongguan,大埔鐵板燒,food,restaurant,,,,
gongguan,Gongguan,幸福村潤餅,other,,deli,,,
gongguan,Gongguan,巴布Q奶,other,,beverages,,,
gongguan,Gongguan,脆皮雞排,other,,deli,,,
gongguan,Gongguan,阿薄郎薄皮餃子,food,restaurant,,,,
gongguan,Gongguan,台灣之星,services,,,,telecommunication,
gongguan,Gongguan,紅茶鮮乳,cafe,cafe,,,,
gongguan,Gongguan,士林皮臭豆腐,other,,deli,,,
gongguan,Gongguan,雨傘王,other,,fabric,,,
gongguan,Gongguan,漫果子桌遊主題餐廳,food,restaurant,,,,
gongguan,Gongguan,奧創髮藝,services,,hairdresser,,,
gongguan,Gongguan,抹布茶坊,other,,beverages,,,
gongguan,Gongguan,COMEBUY,other,,beverages,,,
gongguan,Gongguan,白帝城川式滷味,other,,deli,,,
gongguan,Gongguan,金名號 鹿野雞肉飯專賣,food,restaurant,,,,
gongguan,Gongguan,VITA Hair Salon,services,,hairdresser,,,
gongguan,Gongguan,泰風味小吃店,food,restaurant,,,,
gongguan,Gongguan,雅澤沙龍,services,,hairdresser,,,
gongguan,Gongguan,牛髓知味紅燒牛肉麵,food,restaurant,,,,
gongguan,Gongguan,極匠拉麵,food,restaurant,,,,
gongguan,Gongguan,HERLS Shoes,apparel/fashion,,shoes,,,
gongguan,Gongguan,進發家通訊行,other,,mobile_phone,,,
gongguan,Gongguan,50嵐,cafe,cafe,beverages,,,
gongguan,Gongguan,好呷拉麵,food,restaurant,,,,
gongguan,Gongguan,印度民族風,lifestyle/design,,gift,,,
gongguan,Gongguan,辰TOY,other,,toys,,,
gongguan,Gongguan,甘蔗媽媽,cafe,cafe,,,,
gongguan,Gongguan,富發牌,apparel/fashion,,clothes,,,
gongguan,Gongguan,華歌爾,apparel/fashion,,clothes,,,
gongguan,Gongguan,十盛,cafe,cafe,,,,
gongguan,Gongguan,PORTER,apparel/fashion,,bag,,,
gongguan,Gongguan,台灣彩券,other,,lottery,,,
gongguan,Gongguan,辰翊通訊行,other,,mobile_phone,,,
gongguan,Gongguan,妙觀音素食,food,restaurant,,,,
gongguan,Gongguan,日式威廉髮藝,services,,hairdresser,,,
gongguan,Gongguan,康是美,health,,chemist,,,
gongguan,Gongguan,菠蘿麵包,other,,bakery,,,
gongguan,Gongguan,Mövenpick Café,cafe,cafe,,,,
gongguan,Gongguan,奇手機急修,other,,mobile_phone,,,
gongguan,Gongguan,BE專業快速剪髮,services,,hairdresser,,,
gongguan,Gongguan,FastFix,other,,mobile_phone,,,
gongguan,Gongguan,饅頭專賣,other,,bakery,,,
gongguan,Gongguan,曲珍坊精品服飾,apparel/fashion,,clothes,,,
gongguan,Gongguan,母子鱷魚,apparel/fashion,,clothes,,,
gongguan,Gongguan,超大小尺碼流行店,apparel/fashion,,clothes,,,
gongguan,Gongguan,六韻茶,cafe,cafe,,,,
gongguan,Gongguan,初牛炭火直燒丼飯專賣店,food,restaurant,,,,
gongguan,Gongguan,Hikers Outdoors,other,,outdoor,,,
gongguan,Gongguan,,services,,hairdresser,,,
gongguan,Gongguan,Mensa,food,restaurant,,,,
gongguan,Gongguan,,convenience,,convenience,,,
gongguan,Gongguan,大學城團體服,apparel/fashion,,clothes,,,
gongguan,Gongguan,La Villa,services,,hairdresser,,,
gongguan,Gongguan,泰讚了,cafe,cafe,,,,
gongguan,Gongguan,加慕秀,services,,hairdresser,,,
gongguan,Gongguan,奧創髮藝,services,,hairdresser,,,
gongguan,Gongguan,minoshe,apparel/fashion,,clothes,,,
gongguan,Gongguan,SASA,health,,chemist,,,
gongguan,Gongguan,零碼快閃Fliplop,apparel/fashion,,clothes,,,
gongguan,Gongguan,邑匠皮飾精品,apparel/fashion,,bag,,,
gongguan,Gongguan,SWEET,apparel/fashion,,clothes,,,
gongguan,Gongguan,寶物工廠股飾店,apparel/fashion,,clothes,,,
gongguan,Gongguan,時間男人,other,,watches,,,
gongguan,Gongguan,大集合精品量販鞋坊,apparel/fashion,,shoes,,,
gongguan,Gongguan,CORBAN,apparel/fashion,,clothes,,,
gongguan,Gongguan,一沐日,cafe,cafe,,,,
gongguan,Gongguan,生田子No服飾坊,apparel/fashion,,clothes,,,
gongguan,Gongguan,金力號開裝解鎖,other,,locksmith,,,
gongguan,Gongguan,Rice & Roux（濃湯飯＆飯盒）,food,restaurant,,,,
gongguan,Gongguan,ARK,apparel/fashion,,clothes,,,
gongguan,Gongguan,台灣彩券,other,,lottery,,,
gongguan,Gongguan,Cama,cafe,cafe,,,,
gongguan,Gongguan,G2000,apparel/fashion,,clothes,,,
gongguan,Gongguan,すき家,food,fast_food,,,,
gongguan,Gongguan,PLUUS,services,,hairdresser,,,
gongguan,Gongguan,L'Occitane,lifestyle/design,,cosmetics,,,
gongguan,Gongguan,大葉麵食館,food,restaurant,,,,
gongguan,Gongguan,123 Bon,apparel/fashion,,clothes,,,
gongguan,Gongguan,公館現做早餐店,food,restaurant,,,,
gongguan,Gongguan,奇瓦咖啡,cafe,cafe,,,,
gongguan,Gongguan,汎美精緻全自助餐,food,restaurant,,,,
gongguan,Gongguan,阿里港,food,restaurant,,,,
gongguan,Gongguan,Gt智慧生活,services,,,,telecommunication,
gongguan,Gongguan,GNC,health,pharmacy,,,,
gongguan,Gongguan,築本屋,food,restaurant,,,,
gongguan,Gongguan,好想見面,food,restaurant,,,,
gongguan,Gongguan,Butter & Suger,other,,baby_goods,,,
gongguan,Gongguan,黑特咖啡,food,restaurant,,,,
gongguan,Gongguan,跳跳蛙健兒親子餐廳,food,restaurant,,,,
gongguan,Gongguan,S&J 氧氣台北台大公館國際酒店式公寓,services,,,hotel,,
gongguan,Gongguan,24H無人拉麵店,food,restaurant,,,,
gongguan,Gongguan,Yummy Yum好吃好吃,food,pub,,,,
gongguan,Gongguan,Bebe sweet,food,restaurant,,,,
gongguan,Gongguan,鍋in百元風味火鍋,food,restaurant,,,,
gongguan,Gongguan,力天科技公館店,other,,mobile_phone,,,
gongguan,Gongguan,三十路,food,restaurant,,,,
gongguan,Gongguan,年青人眼鏡,health,,optician,,,
gongguan,Gongguan,轉轉發現義大利麵,food,restaurant,,,,
gongguan,Gongguan,中庭大講堂,services,,,,educational_institution,
gongguan,Gongguan,國立臺灣學員生消費合作社,convenience,,convenience,,,
gongguan,Gongguan,空間及環境科技文教基金會,services,,,,ngo,
gongguan,Gongguan,Fitness Zone,services,,,,,fitness_centre
gongguan,Gongguan,ISPO伊仕柏,other,,sports,,,
gongguan,Gongguan,銀座越南美食,food,restaurant,,,,
gongguan,Gongguan,建邦餃子館,food,restaurant,,,,
gongguan,Gongguan,臺灣銀行,services,bank,,,,
gongguan,Gongguan,Fitzone,services,,,,,fitness_centre
gongguan,Gongguan,奉元書院,services,,,,educational_institution,
gongguan,Gongguan,YMCA,services,,,,association,
gongguan,Gongguan,麥味登,food,restaurant,,,,
gongguan,Gongguan,卡加布列島,other,,video_games,,,
gongguan,Gongguan,娃娃谷,other,,video_games,,,
gongguan,Gongguan,桌遊領主,other,,toys,,,
gongguan,Gongguan,愷元單車店,other,,bicycle,,,
gongguan,Gongguan,光一,cafe,cafe,,,,
gongguan,Gongguan,胖老爹美式炸雞,other,,deli,,,
gongguan,Gongguan,,other,,vacant,,,
gongguan,Gongguan,Blue Louge,other,,deli,,,
gongguan,Gongguan,老先覺功夫窯燒鍋,food,restaurant,,,,
gongguan,Gongguan,點來鮮,food,restaurant,,,,
gongguan,Gongguan,魚雷起司三明治&薯條,food,restaurant,,,,
gongguan,Gongguan,別處咖啡,cafe,cafe,,,,
gongguan,Gongguan,打勾勾,cafe,cafe,,,,
gongguan,Gongguan,影帝真善美,services,,copyshop,,,
gongguan,Gongguan,維都小酒館,food,restaurant,,,,
gongguan,Gongguan,小林髮廊,services,,hairdresser,,,
gongguan,Gongguan,迷客夏,cafe,cafe,,,,
gongguan,Gongguan,森林髮藝,services,,hairdresser,,,
gongguan,Gongguan,德正,cafe,cafe,,,,
gongguan,Gongguan,公館阿姨加熱滷味,food,restaurant,,,,
gongguan,Gongguan,飛猴俱樂部,other,,sports,,,
gongguan,Gongguan,池先生馬來西亞傳統料理,food,restaurant,,,,
gongguan,Gongguan,傑克狼皮,other,,outdoor,,,
gongguan,Gongguan,norns,lifestyle/design,,gift,,,
gongguan,Gongguan,漁玄機,apparel/fashion,,clothes,,,
gongguan,Gongguan,咪莉奶奶手工餅乾,other,,confectionery,,,
gongguan,Gongguan,首爾之家,food,restaurant,,,,
gongguan,Gongguan,QR Silver Piercing,apparel/fashion,,jewelry,,,
gongguan,Gongguan,老爺爺葡式蛋撻,other,,confectionery,,,
gongguan,Gongguan,巧宿內衣,apparel/fashion,,clothes,,,
gongguan,Gongguan,曉鹿鳴樓,food,restaurant,,,,
gongguan,Gongguan,華南商業銀行,services,atm,,,,
gongguan,Gongguan,Mangasick,lifestyle/design,,books,,,
gongguan,Gongguan,茉莉二手書店,lifestyle/design,,books,,,
gongguan,Gongguan,聚典眼鏡,health,,optician,,,
gongguan,Gongguan,瓦崎燒烤,food,restaurant,,,,
gongguan,Gongguan,秋紅肚房,food,restaurant,,,,
gongguan,Gongguan,找到咖啡,food,restaurant,,,,
gongguan,Gongguan,好時光咖啡,food,restaurant,,,,
gongguan,Gongguan,農產品展售中心,other,,greengrocer,,,
gongguan,Gongguan,7-Eleven,convenience,,convenience,,,
gongguan,Gongguan,丹堤咖啡,cafe,cafe,,,,
gongguan,Gongguan,路易莎咖啡,cafe,cafe,,,,
gongguan,Gongguan,全家喜湯包,food,restaurant,,,,
gongguan,Gongguan,玉山商業銀行,services,bank,,,,
gongguan,Gongguan,索菲烤布蕾,other,,bakery,,,
gongguan,Gongguan,雜誌瘋,lifestyle/design,,books,,,
gongguan,Gongguan,傅阿嬤的廚房,food,restaurant,,,,
gongguan,Gongguan,椰林燒臘,food,restaurant,,,,
gongguan,Gongguan,大叔韓國炸雞,food,restaurant,,,,
gongguan,Gongguan,瑪德蓮小酒館,food,restaurant,,,,
gongguan,Gongguan,法點法食,food,restaurant,,,,
gongguan,Gongguan,武林茶,cafe,cafe,,,,
gongguan,Gongguan,劉家水煎包,food,restaurant,,,,
gongguan,Gongguan,貓食光,cafe,cafe,,,,
gongguan,Gongguan,JoDo飯糰咖啡,cafe,cafe,,,,
gongguan,Gongguan,清心福全,cafe,cafe,,,,
gongguan,Gongguan,泉記美食,food,restaurant,,,,
gongguan,Gongguan,至香園,food,restaurant,,,,
gongguan,Gongguan,交通警察大隊直屬第一分隊,services,police,,,government,
gongguan,Gongguan,可不可熟成紅茶,cafe,cafe,,,,
gongguan,Gongguan,樂坡bonbox,food,restaurant,,,,
gongguan,Gongguan,蓮花素食,food,restaurant,,,,
gongguan,Gongguan,書屋花甲 而立書店,cafe,cafe,,,,
gongguan,Gongguan,禮想,lifestyle/design,,gift,,,
gongguan,Gongguan,早餐店,other,,deli,,,
gongguan,Gongguan,黑旗學院,services,,,,ngo,
gongguan,Gongguan,Birkenstock,apparel/fashion,,shoes,,,
gongguan,Gongguan,朝味決湯滷專門店,food,restaurant,,,,
gongguan,Gongguan,十字藝廊,services,,,gallery,,
gongguan,Gongguan,,cafe,cafe,,,,
gongguan,Gongguan,芙格漢堡,food,fast_food,,,,
gongguan,Gongguan,國立臺灣大學管理學院,education,college,,,,
gongguan,Gongguan,YAKINKU MASAMUNE,food,restaurant,,,,
gongguan,Gongguan,好美寢具行,other,,bed,,,
gongguan,Gongguan,能量小姐,food,restaurant,,,,
gongguan,Gongguan,一擊必殺,other,,toys,,,
gongguan,Gongguan,好螺唆螺師粉,food,restaurant,,,,
gongguan,Gongguan,隱家拉麵,food,restaurant,,,,
gongguan,Gongguan,雲禪居養生會館,services,,massage,,,
gongguan,Gongguan,客美多咖啡,cafe,cafe,,,,
gongguan,Gongguan,芮微荷夢幻森林,other,,beauty,,,
gongguan,Gongguan,樂富冰室,food,restaurant,,,,
gongguan,Gongguan,45 Old Bar & Coffee Pub,food,bar,,,,
gongguan,Gongguan,三時午咖哩屋,food,restaurant,,,,
gongguan,Gongguan,one million bar,food,bar,,,,
gongguan,Gongguan,京阪豚骨拉麵,food,restaurant,,,,
gongguan,Gongguan,生化系,services,,,,university,
gongguan,Gongguan,農化系,services,,,,university,
gongguan,Gongguan,物理學系,services,,,,university,
gongguan,Gongguan,小吃部,food,food_court,,,,
gongguan,Gongguan,臺大心輔中心,health,clinic,,,,
gongguan,Gongguan,國立臺灣大學生命科學院,education,college,,,,
gongguan,Gongguan,潭鮮台南虱目魚店,food,restaurant,,,,
gongguan,Gongguan,木衛二,cafe,cafe,,,,
gongguan,Gongguan,彩晶極緻美學,other,,beauty,,,
gongguan,Gongguan,加煒電子,other,,hifi,,,
gongguan,Gongguan,邑匠皮革精品,apparel/fashion,,bag,,,
gongguan,Gongguan,雨傘王,apparel/fashion,,clothes,,,
gongguan,Gongguan,巷口泰式涼拌青木瓜,food,fast_food,,,,
gongguan,Gongguan,大盛豬排專賣店,food,restaurant,,,,
gongguan,Gongguan,三米三現煲瓦鍋飯,food,restaurant,,,,
gongguan,Gongguan,璽御堂,food,restaurant,,,,
gongguan,Gongguan,小日子,food,restaurant,,,,
gongguan,Gongguan,台鹽生技,health,,chemist,,,
gongguan,Gongguan,For Your Barber,services,,hairdresser,,,
gongguan,Gongguan,梅小月知高飯,food,restaurant,,,,
gongguan,Gongguan,醉紅小酌,food,restaurant,,,,
gongguan,Gongguan,正昇禮品文具,lifestyle/design,,stationery,,,
gongguan,Gongguan,台灣法國文化協會,services,,,,ngo,
gongguan,Gongguan,夏威夷生魚飯,food,restaurant,,,,
gongguan,Gongguan,熊一燒肉,food,restaurant,,,,
gongguan,Gongguan,魚你相聚獨享鍋,food,restaurant,,,,
gongguan,Gongguan,A. Mour,services,,hairdresser,,,
gongguan,Gongguan,Show Hair Salon,services,,hairdresser,,,
gongguan,Gongguan,炸雞大獅,food,fast_food,,,,
gongguan,Gongguan,香氛殿堂,other,,perfumery,,,
gongguan,Gongguan,健康人生藥局,health,pharmacy,,,,
gongguan,Gongguan,金生炸雞排,other,,deli,,,
gongguan,Gongguan,萬華莊家班麻油雞,food,restaurant,,,,
gongguan,Gongguan,Gabi Coffee,cafe,cafe,,,,
gongguan,Gongguan,潤面小酒館,food,restaurant,,,,
gongguan,Gongguan,道樂製麵所,food,restaurant,,,,
gongguan,Gongguan,全家便利商店,convenience,,convenience,,,
gongguan,Gongguan,大氣系,services,,,,university,
gongguan,Gongguan,地理系,services,,,,university,
gongguan,Gongguan,地質系,services,,,,university,
gongguan,Gongguan,生科系,services,,,,university,
gongguan,Gongguan,植病系,services,,,,university,
gongguan,Gongguan,生傳系,services,,,,university,
gongguan,Gongguan,園藝系,services,,,,university,
gongguan,Gongguan,農經系,services,,,,university,
gongguan,Gongguan,生工系,services,,,,university,
gongguan,Gongguan,戲劇系,services,,,,university,
gongguan,Gongguan,日文系,services,,,,university,
gongguan,Gongguan,人類系,services,,,,university,
gongguan,Gongguan,哲學系,services,,,,university,
gongguan,Gongguan,外文系,services,,,,university,
gongguan,Gongguan,歷史系,services,,,,university,
gongguan,Gongguan,中文系,services,,,,university,
gongguan,Gongguan,資管系,services,,,,university,
gongguan,Gongguan,工管系,services,,,,university,
gongguan,Gongguan,國企系,services,,,,university,
gongguan,Gongguan,財金系,services,,,,university,
gongguan,Gongguan,會計系,services,,,,university,
gongguan,Gongguan,全家便利商店,convenience,,convenience,,,
gongguan,Gongguan,臺大郵局,services,post_office,,,,
gongguan,Gongguan,中華郵政ATM,services,atm,,,,
gongguan,Gongguan,Yimore SajA,lifestyle/design,,gift,,,
gongguan,Gongguan,小林阿盛壽司生魚片,food,restaurant,,,,
gongguan,Gongguan,85度C,cafe,cafe,,,,
gongguan,Gongguan,Coin銅板披薩,food,restaurant,,,,
gongguan,Gongguan,小鹿亭,food,restaurant,,,,
gongguan,Gongguan,文書組信件室,services,,,,association,
gongguan,Gongguan,國立臺灣大學,education,university,,,,
gongguan,Gongguan,銘傳國小,education,school,,,,
gongguan,Gongguan,農業陳列館,services,,,museum,,
gongguan,Gongguan,捷絲旅,services,,,hotel,,
gongguan,Gongguan,水源大廈,services,,,,government,
gongguan,Gongguan,台灣電力公司綜合研究所,services,,,,research,
gongguan,Gongguan,南華高中進修學校,education,school,,,,
gongguan,Gongguan,小木屋鬆餅,other,,pastry,,,
gongguan,Gongguan,地質標本館,services,,,museum,,
gongguan,Gongguan,古亭分隊,services,fire_station,,,government,
gongguan,Gongguan,自來水博物館,services,,,museum,,
gongguan,Gongguan,瀚寓夏天,services,,,hotel,,
gongguan,Gongguan,植物標本館,services,,,museum,,
zhongxiao_fuxing,Zhongxiao Fuxing,華南商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,土三寒六讚歧烏龍麵,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,7-Eleven,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,家樂福超市,convenience,,supermarket,,,
zhongxiao_fuxing,Zhongxiao Fuxing,櫻花,other,,kitchen,,,
zhongxiao_fuxing,Zhongxiao Fuxing,勞力士,other,,watches,,,
zhongxiao_fuxing,Zhongxiao Fuxing,西堤牛排,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,屈臣氏,health,,chemist,,,
zhongxiao_fuxing,Zhongxiao Fuxing,寶雅,health,,chemist,,,
zhongxiao_fuxing,Zhongxiao Fuxing,雄獅旅遊,services,,travel_agency,,,
zhongxiao_fuxing,Zhongxiao Fuxing,臺灣土地銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Omega,other,,watches,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,合作金庫商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,安全帽、雨衣、手套、換鏡片,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,華漾大飯店,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Hello Kitty Sweets Restaurant,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,沐舍背包客棧,services,,,hostel,,
zhongxiao_fuxing,Zhongxiao Fuxing,喬合大飯店,services,,,hotel,,
zhongxiao_fuxing,Zhongxiao Fuxing,Cross Cafe,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,饌味香,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,曼都髮型,services,,hairdresser,,,
zhongxiao_fuxing,Zhongxiao Fuxing,7-Eleven,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,享Cafe,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,大全聯,convenience,,supermarket,,,
zhongxiao_fuxing,Zhongxiao Fuxing,NET,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,國泰世華商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,古早味古早麵,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,EIGER,services,,,,lawyer,
zhongxiao_fuxing,Zhongxiao Fuxing,陳陽鵝肉大王,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,咖啡弄,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,香港茶水攤,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,臺灣銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,EZTravel,services,,,,travel_agent,
zhongxiao_fuxing,Zhongxiao Fuxing,山西刀削麵,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,林曉同概念店,apparel/fashion,,jewelry,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Evan's Burger,food,fast_food,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,7-Eleven,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,華南商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,台北富邦商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Patagonia,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,湛爐咖啡,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,麥當勞,food,fast_food,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,素食,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,若荷蔬食時尚餐廳,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,7-Eleven,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Ecco,apparel/fashion,,shoes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,康是美,health,,chemist,,,
zhongxiao_fuxing,Zhongxiao Fuxing,馬辣,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Subway,food,fast_food,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,雜貨店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,胖子小吃,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,順成蛋糕,other,,bakery,,,
zhongxiao_fuxing,Zhongxiao Fuxing,川巴子100熱炒,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,臺北光武郵局,services,post_office,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,,other,,kiosk,,,
zhongxiao_fuxing,Zhongxiao Fuxing,NET,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,iROO,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,樂雅樂,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,STEVE MADDEN,apparel/fashion,,shoes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Superdry,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,White Rabbit,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Clarks,apparel/fashion,,shoes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,salad,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,中國信託商業銀行,services,bank,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,得意假髮,other,,wigs,,,
zhongxiao_fuxing,Zhongxiao Fuxing,伊芝精品,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全聯福利中心,convenience,,supermarket,,,
zhongxiao_fuxing,Zhongxiao Fuxing,北安集品,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,天仁茗茶,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,康是美,health,,chemist,,,
zhongxiao_fuxing,Zhongxiao Fuxing,,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,星巴克,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,朝桂,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,欣葉,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,NET,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,築間幸福鍋物,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,瑪榭襪品,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,皮爾卡登女性內衣,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,福勝亭,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,美珍香忠孝二店,other,,butcher,,,
zhongxiao_fuxing,Zhongxiao Fuxing,家樂福超市,convenience,,supermarket,,,
zhongxiao_fuxing,Zhongxiao Fuxing,頂好名店城,other,,mall,,,
zhongxiao_fuxing,Zhongxiao Fuxing,頂好哨子麵,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Café 515,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,秀花·鍋,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,,other,,vacant,,,
zhongxiao_fuxing,Zhongxiao Fuxing,啾哇嘿喲,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,7-Eleven,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,月島文字燒,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,羅浮宮,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,星衣館 日.韓服飾,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,Homey's cafe,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,香港茶餐廳,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,富樂台式涮涮鍋,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,慢步調,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,市政服務站,services,,,,government,
zhongxiao_fuxing,Zhongxiao Fuxing,頂好就業服務站,services,,,,employment_agency,
zhongxiao_fuxing,Zhongxiao Fuxing,同心圓水晶紅豆餅,other,,confectionery,,,
zhongxiao_fuxing,Zhongxiao Fuxing,香榭峇里Hotel,services,,,hotel,,
zhongxiao_fuxing,Zhongxiao Fuxing,Sony,other,,electronics,,,
zhongxiao_fuxing,Zhongxiao Fuxing,台灣鐵三角展示中心,other,,electronics,,,
zhongxiao_fuxing,Zhongxiao Fuxing,鼎泰豐,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,阿宗麵線,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,本家台灣咖哩,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,芳庭彼訒餐坊,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,全家便利商店,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,86小舖-忠孝頂好店,lifestyle/design,,cosmetics,,,
zhongxiao_fuxing,Zhongxiao Fuxing,叁合院,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,中華電信,services,,,,telecommunication,
zhongxiao_fuxing,Zhongxiao Fuxing,餅之舖,convenience,,supermarket,,,
zhongxiao_fuxing,Zhongxiao Fuxing,早安美芝城,food,fast_food,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,瑪姬咖啡,cafe,cafe,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,義美食品,convenience,,convenience,,,
zhongxiao_fuxing,Zhongxiao Fuxing,老地方牛肉麵,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,無雙,food,restaurant,,,,
zhongxiao_fuxing,Zhongxiao Fuxing,TagHeuer,apparel/fashion,,clothes,,,
zhongxiao_fuxing,Zhongxiao Fuxing,101艾美琪hotel,services,,,hotel,,
